Datetime,Year,Month,Day,Hour,Minute,Week,Day of week,Steps
2025-10-11 19:12:26,2025,10,11,19,12,41,Saturday,14
2025-10-11 19:13:20,2025,10,11,19,13,41,Saturday,6
2025-10-11 19:14:20,2025,10,11,19,14,41,Saturday,17
2025-10-11 19:17:50,2025,10,11,19,17,41,Saturday,13
2025-10-11 19:18:50,2025,10,11,19,18,41,Saturday,11
2025-10-11 19:18:57,2025,10,11,19,18,41,Saturday,8
2025-10-11 19:19:52,2025,10,11,19,19,41,Saturday,18
2025-10-11 19:20:13,2025,10,11,19,20,41,Saturday,25
2025-10-11 19:20:50,2025,10,11,19,20,41,Saturday,33
2025-10-11 19:21:32,2025,10,11,19,21,41,Saturday,19
2025-10-11 19:22:32,2025,10,11,19,22,41,Saturday,98
2025-10-11 19:23:26,2025,10,11,19,23,41,Saturday,12
2025-10-11 19:23:33,2025,10,11,19,23,41,Saturday,100
2025-10-11 19:24:26,2025,10,11,19,24,41,Saturday,13
2025-10-11 19:24:33,2025,10,11,19,24,41,Saturday,99
2025-10-11 19:25:26,2025,10,11,19,25,41,Saturday,13
2025-10-11 19:25:34,2025,10,11,19,25,41,Saturday,101
2025-10-11 19:26:28,2025,10,11,19,26,41,Saturday,12
2025-10-11 19:26:35,2025,10,11,19,26,41,Saturday,101
2025-10-11 19:27:29,2025,10,11,19,27,41,Saturday,13
2025-10-11 19:27:36,2025,10,11,19,27,41,Saturday,101
2025-10-11 19:28:30,2025,10,11,19,28,41,Saturday,11
2025-10-11 19:28:36,2025,10,11,19,28,41,Saturday,99
2025-10-11 19:29:31,2025,10,11,19,29,41,Saturday,10
2025-10-11 19:29:36,2025,10,11,19,29,41,Saturday,105
2025-10-11 19:30:32,2025,10,11,19,30,41,Saturday,12
2025-10-11 19:30:38,2025,10,11,19,30,41,Saturday,107
2025-10-11 19:31:33,2025,10,11,19,31,41,Saturday,9
2025-10-11 19:31:38,2025,10,11,19,31,41,Saturday,104
2025-10-11 19:32:34,2025,10,11,19,32,41,Saturday,9
2025-10-11 19:32:39,2025,10,11,19,32,41,Saturday,102
2025-10-11 19:33:35,2025,10,11,19,33,41,Saturday,9
2025-10-11 19:33:40,2025,10,11,19,33,41,Saturday,105
2025-10-11 19:34:35,2025,10,11,19,34,41,Saturday,12
2025-10-11 19:34:41,2025,10,11,19,34,41,Saturday,104
2025-10-11 19:35:36,2025,10,11,19,35,41,Saturday,9
2025-10-11 19:35:41,2025,10,11,19,35,41,Saturday,99
2025-10-11 19:36:37,2025,10,11,19,36,41,Saturday,9
2025-10-11 19:36:42,2025,10,11,19,36,41,Saturday,99
2025-10-11 19:37:38,2025,10,11,19,37,41,Saturday,7
2025-10-11 19:37:42,2025,10,11,19,37,41,Saturday,105
2025-10-11 19:38:39,2025,10,11,19,38,41,Saturday,7
2025-10-11 19:38:43,2025,10,11,19,38,41,Saturday,57
2025-10-11 19:39:41,2025,10,11,19,39,41,Saturday,7
2025-10-11 19:40:16,2025,10,11,19,40,41,Saturday,22
2025-10-11 19:44:28,2025,10,11,19,44,41,Saturday,9
2025-10-11 19:45:28,2025,10,11,19,45,41,Saturday,96
2025-10-11 19:48:25,2025,10,11,19,48,41,Saturday,71
2025-10-11 19:49:25,2025,10,11,19,49,41,Saturday,26
2025-10-11 19:57:04,2025,10,11,19,57,41,Saturday,12
2025-10-11 19:58:31,2025,10,11,19,58,41,Saturday,21
2025-10-11 20:35:54,2025,10,11,20,35,41,Saturday,5
2025-10-11 21:37:04,2025,10,11,21,37,41,Saturday,42
2025-10-11 22:02:34,2025,10,11,22,2,41,Saturday,15
2025-10-11 23:22:03,2025,10,11,23,22,41,Saturday,107
2025-10-11 23:25:37,2025,10,11,23,25,41,Saturday,122
2025-10-11 23:26:39,2025,10,11,23,26,41,Saturday,83
2025-10-11 23:27:39,2025,10,11,23,27,41,Saturday,100
2025-10-11 23:28:39,2025,10,11,23,28,41,Saturday,130
2025-10-11 23:29:39,2025,10,11,23,29,41,Saturday,107
2025-10-11 23:30:41,2025,10,11,23,30,41,Saturday,126
2025-10-11 23:31:42,2025,10,11,23,31,41,Saturday,121
2025-10-11 23:32:41,2025,10,11,23,32,41,Saturday,134
2025-10-11 23:33:42,2025,10,11,23,33,41,Saturday,126
2025-10-11 23:34:43,2025,10,11,23,34,41,Saturday,114
2025-10-11 23:35:44,2025,10,11,23,35,41,Saturday,107
2025-10-11 23:47:28,2025,10,11,23,47,41,Saturday,61
2025-10-11 23:49:30,2025,10,11,23,49,41,Saturday,83
2025-10-11 23:50:34,2025,10,11,23,50,41,Saturday,63
2025-10-11 23:51:28,2025,10,11,23,51,41,Saturday,39
2025-10-12 00:03:27,2025,10,12,0,3,41,Sunday,1
2025-10-12 00:04:27,2025,10,12,0,4,41,Sunday,11
2025-10-12 08:33:08,2025,10,12,8,33,41,Sunday,1
2025-10-12 08:36:25,2025,10,12,8,36,41,Sunday,9
2025-10-12 08:37:25,2025,10,12,8,37,41,Sunday,15
2025-10-12 09:07:08,2025,10,12,9,7,41,Sunday,7
2025-10-12 09:10:36,2025,10,12,9,10,41,Sunday,15
2025-10-12 09:11:36,2025,10,12,9,11,41,Sunday,15
2025-10-12 09:12:01,2025,10,12,9,12,41,Sunday,19
2025-10-12 09:12:11,2025,10,12,9,12,41,Sunday,47
2025-10-12 09:12:35,2025,10,12,9,12,41,Sunday,57
2025-10-12 09:13:04,2025,10,12,9,13,41,Sunday,67
2025-10-12 10:07:32,2025,10,12,10,7,41,Sunday,32
2025-10-12 11:05:30,2025,10,12,11,5,41,Sunday,8
2025-10-12 11:05:46,2025,10,12,11,5,41,Sunday,126
2025-10-12 11:06:55,2025,10,12,11,6,41,Sunday,45
2025-10-12 11:08:25,2025,10,12,11,8,41,Sunday,7
2025-10-12 11:08:30,2025,10,12,11,8,41,Sunday,10
2025-10-12 11:45:34,2025,10,12,11,45,41,Sunday,10
2025-10-12 11:46:34,2025,10,12,11,46,41,Sunday,18
2025-10-12 12:15:28,2025,10,12,12,15,41,Sunday,30
